t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,1.64,0.24,0.39,1.88,6.36,226.79,12.35,190.09
-170,1.64,0.43,0.39,1.89,6.46,226.75,12.3,190.98
-160,1.64,0.62,0.4,1.9,6.55,227.11,12.34,191.95
-150,1.64,0.79,0.4,1.9,6.65,226.89,12.34,192.49
-140,1.64,0.96,0.4,1.9,6.74,226.4,12.31,192.84
-130,1.64,1.12,0.39,1.91,6.82,226.02,12.26,193.48
-120,1.64,1.27,0.4,1.92,6.9,225.5,12.18,194.01
-110,1.64,1.42,0.39,1.93,6.94,224.94,12.15,194.28
-100,1.64,1.56,0.39,1.93,7.0,224.56,12.14,194.59
-90,1.64,1.68,0.39,1.94,7.05,223.62,12.12,195.48
-80,1.64,1.79,0.39,1.94,7.08,223.17,12.14,196.27
-70,1.64,1.89,0.39,1.95,7.1,222.39,12.17,197.68
-60,1.64,1.98,0.38,1.96,7.08,221.83,12.2,199.31
-50,1.64,2.05,0.38,1.97,7.08,221.36,12.22,202.62
-40,1.64,2.11,0.39,1.97,7.1,220.7,12.25,205.66
-30,1.64,2.16,0.39,1.98,7.09,220.34,12.27,208.34
-20,1.64,2.19,0.39,1.98,7.09,219.89,12.3,211.51
-10,1.64,2.22,0.39,1.99,7.08,219.63,12.32,213.81
0,1.64,2.23,0.38,2.0,7.12,219.33,12.34,215.77
10,1.64,2.22,0.38,2.0,7.15,219.02,12.35,217.51
20,1.64,2.2,0.38,2.01,7.18,218.68,12.37,219.51
30,1.64,2.17,0.38,2.02,7.22,218.46,12.38,221.3
40,1.64,2.12,0.38,2.02,7.26,218.4,12.4,222.48
50,1.64,2.06,0.38,2.02,7.27,218.56,12.44,223.03
60,1.64,1.99,0.38,2.03,7.3,218.44,12.46,223.62
70,1.64,1.9,0.37,2.03,7.33,218.39,12.46,224.15
80,1.64,1.8,0.37,2.03,7.31,217.9,12.41,225.54
90,1.64,1.69,0.37,2.03,7.29,217.31,12.34,226.45
100,1.64,1.56,0.37,2.04,7.24,216.77,12.25,227.14
110,1.64,1.43,0.37,2.05,7.19,216.02,12.13,228.49
120,1.64,1.28,0.38,2.05,7.15,215.52,12.02,230.68
130,1.64,1.12,0.37,2.05,7.1,215.76,11.9,232.34
140,1.64,0.95,0.37,2.06,7.11,216.33,11.78,233.64
150,1.64,0.77,0.37,2.06,7.12,217.16,11.69,234.8
160,1.64,0.58,0.37,2.06,7.11,217.64,11.62,235.58
170,1.64,0.39,0.36,2.07,7.1,218.01,11.53,236.04
180,1.64,0.21,0.36,2.07,7.08,218.01,11.48,236.51
