t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.85,0.1,0.84,2.82,9.54,226.79,18.53,190.09
-170,0.85,0.35,0.84,2.83,9.68,226.75,18.46,190.98
-160,0.85,0.58,0.84,2.84,9.83,227.11,18.52,191.95
-150,0.85,0.82,0.84,2.84,9.97,226.89,18.52,192.49
-140,0.85,1.04,0.83,2.86,10.1,226.4,18.47,192.84
-130,0.85,1.25,0.83,2.87,10.24,226.02,18.38,193.48
-120,0.85,1.45,0.84,2.88,10.34,225.5,18.28,194.01
-110,0.85,1.64,0.84,2.89,10.42,224.94,18.23,194.28
-100,0.85,1.8,0.84,2.89,10.5,224.56,18.2,194.59
-90,0.85,1.96,0.84,2.9,10.57,223.62,18.18,195.48
-80,0.85,2.1,0.84,2.92,10.62,223.17,18.22,196.27
-70,0.85,2.22,0.83,2.93,10.64,222.39,18.25,197.68
-60,0.85,2.33,0.83,2.94,10.62,221.83,18.3,199.31
-50,0.85,2.42,0.83,2.95,10.62,221.36,18.34,202.62
-40,0.85,2.49,0.83,2.95,10.64,220.7,18.37,205.66
-30,0.85,2.55,0.83,2.96,10.63,220.34,18.41,208.34
-20,0.85,2.59,0.83,2.98,10.63,219.89,18.46,211.51
-10,0.85,2.61,0.83,2.99,10.62,219.63,18.48,213.81
0,0.85,2.62,0.83,3.0,10.68,219.33,18.5,215.77
10,0.85,2.61,0.83,3.0,10.73,219.02,18.53,217.51
20,0.85,2.59,0.83,3.01,10.76,218.68,18.55,219.51
30,0.85,2.55,0.83,3.02,10.84,218.46,18.58,221.3
40,0.85,2.5,0.83,3.02,10.9,218.4,18.6,222.48
50,0.85,2.42,0.82,3.04,10.91,218.56,18.66,223.03
60,0.85,2.36,0.82,3.05,10.96,218.44,18.7,223.62
70,0.85,2.27,0.82,3.05,10.99,218.39,18.68,224.15
80,0.85,2.16,0.82,3.05,10.97,217.9,18.61,225.54
90,0.85,2.03,0.81,3.05,10.93,217.31,18.5,226.45
100,0.85,1.91,0.81,3.06,10.86,216.77,18.37,227.14
110,0.85,1.76,0.8,3.07,10.79,216.02,18.19,228.49
120,0.85,1.61,0.8,3.07,10.73,215.52,18.02,230.68
130,0.85,1.44,0.8,3.07,10.66,215.76,17.84,232.34
140,0.85,1.26,0.8,3.08,10.67,216.33,17.66,233.64
150,0.85,1.08,0.8,3.1,10.68,217.16,17.53,234.8
160,0.85,0.89,0.79,3.1,10.67,217.64,17.42,235.58
170,0.85,0.69,0.79,3.11,10.64,218.01,17.29,236.04
180,0.85,0.47,0.79,3.11,10.62,218.01,17.22,236.51
