t_min,NM_m_IGN69,T_m_NM,S_m,Hs_m,Tp_s,Dp_deg,U_m_s,DU_deg
-180,0.85,0.1,0.84,7.08,11.27,264.72,18.54,207.77
-170,0.85,0.35,0.84,7.09,11.28,264.15,18.55,209.21
-160,0.85,0.58,0.84,7.1,11.3,264.07,18.58,210.3
-150,0.85,0.82,0.84,7.12,11.28,264.35,18.58,211.71
-140,0.85,1.04,0.83,7.13,11.26,264.79,18.61,212.48
-130,0.85,1.25,0.83,7.14,11.29,265.46,18.66,213.43
-120,0.85,1.45,0.84,7.15,11.27,266.24,18.65,213.19
-110,0.85,1.64,0.84,7.18,11.2,267.1,18.64,212.54
-100,0.85,1.8,0.84,7.18,11.16,267.72,18.6,210.97
-90,0.85,1.96,0.84,7.19,11.15,267.5,18.56,209.16
-80,0.85,2.1,0.84,7.21,11.11,267.53,18.54,208.16
-70,0.85,2.22,0.83,7.22,11.04,268.06,18.47,207.18
-60,0.85,2.33,0.83,7.22,10.96,269.18,18.41,206.42
-50,0.85,2.42,0.83,7.24,10.87,269.71,18.38,204.79
-40,0.85,2.49,0.83,7.26,10.79,270.37,18.43,203.35
-30,0.85,2.55,0.83,7.26,10.67,271.5,18.48,202.35
-20,0.85,2.59,0.83,7.27,10.57,272.38,18.48,201.0
-10,0.85,2.61,0.83,7.28,10.44,272.75,18.53,198.74
0,0.85,2.62,0.83,7.28,10.32,272.68,18.56,197.35
10,0.85,2.61,0.83,7.28,10.2,272.97,18.6,196.48
20,0.85,2.59,0.83,7.3,10.12,273.36,18.59,195.62
30,0.85,2.55,0.83,7.31,10.02,273.16,18.64,194.62
40,0.85,2.5,0.83,7.31,9.94,272.71,18.7,193.83
50,0.85,2.42,0.82,7.32,9.91,272.49,18.76,193.11
60,0.85,2.36,0.82,7.32,9.91,272.28,18.83,192.47
70,0.85,2.27,0.82,7.33,9.92,271.82,18.83,192.42
80,0.85,2.16,0.82,7.33,9.94,271.42,18.84,193.06
90,0.85,2.03,0.81,7.34,9.98,271.36,18.9,193.51
100,0.85,1.91,0.81,7.34,10.03,271.78,18.91,194.58
110,0.85,1.76,0.8,7.34,10.1,271.7,18.92,196.37
120,0.85,1.61,0.8,7.34,10.24,271.47,18.95,198.03
130,0.85,1.44,0.8,7.34,10.4,271.32,18.97,198.95
140,0.85,1.26,0.8,7.34,10.54,270.97,18.94,199.68
150,0.85,1.08,0.8,7.36,10.68,270.76,18.88,200.22
160,0.85,0.89,0.79,7.34,10.84,270.31,18.79,200.86
170,0.85,0.69,0.79,7.37,10.94,270.0,18.72,201.11
180,0.85,0.47,0.79,7.37,11.0,269.72,18.62,201.07
